assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0120,acp.agent,ACP agent/server role,ACP,interoperability,agent,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0121,ahp.client,AHP client role,AHP,interoperability,client,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0122,ahp.host,AHP host role,AHP,interoperability,host,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0123,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0124,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0125,webmcp,WebMCP site tools,WebMCP,web,browser,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0126,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,claude-web,claude.ai,Claude,Anthropic,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-099,2026-08-28T19:30Z,low,no
A-0127,mcp.tools,MCP tools,MCP,protocol,server-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0128,mcp.resources,MCP resources,MCP,protocol,server-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0129,mcp.prompts,MCP prompts,MCP,protocol,server-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0130,mcp.sampling,MCP sampling,MCP,protocol,client-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0131,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0132,mcp.roots,MCP roots,MCP,protocol,client-feature,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0133,mcp.tasks,MCP tasks,MCP,protocol,utility,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0134,mcp.stdio,MCP stdio transport,MCP,transport,transport,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,n,ga,ChatGPT web uses hosted remote MCP-backed tools and does not read local Codex MCP configuration.,documented,S-088,2026-08-28T19:30Z,high,no
A-0135,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0136,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0137,mcp.oauth,MCP OAuth authorization,MCP,security,auth,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0138,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0139,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,a,beta,Full MCP including write actions is rolling out in beta; plugin/MCP app behavior is plan and workspace-policy dependent.,documented,S-096,2026-08-28T19:30Z,high,no
A-0140,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0141,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0142,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0143,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0144,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-089,2026-08-28T19:30Z,high,no
A-0145,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0146,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0147,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,a,ga,Listed as a compatible Agent Plugins client by the Agent Plugins project; first-party product docs may expose a vendor-specific packaging surface instead.,vendor-attested,S-050,2026-08-28T19:30Z,medium,no
A-0148,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0149,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0150,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0151,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,y,ga,Documented support.,documented,S-090,2026-08-28T19:30Z,high,no
A-0152,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0153,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0154,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0155,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0156,hooks,Lifecycle hooks,Vendor convention,automation,hooks,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0157,subagents,Subagents,Vendor convention,agents,composition,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0158,custom-agents,Custom agent definitions,Vendor convention,agents,composition,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0159,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0160,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0161,acp.client,ACP client/editor role,ACP,interoperability,client,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0162,acp.agent,ACP agent/server role,ACP,interoperability,agent,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0163,ahp.client,AHP client role,AHP,interoperability,client,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0164,ahp.host,AHP host role,AHP,interoperability,host,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0165,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0166,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0167,webmcp,WebMCP site tools,WebMCP,web,browser,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0168,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,chatgpt-web,ChatGPT web,ChatGPT,OpenAI,web,hosted,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0169,mcp.tools,MCP tools,MCP,protocol,server-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0170,mcp.resources,MCP resources,MCP,protocol,server-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0171,mcp.prompts,MCP prompts,MCP,protocol,server-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0172,mcp.sampling,MCP sampling,MCP,protocol,client-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0173,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0174,mcp.roots,MCP roots,MCP,protocol,client-feature,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0175,mcp.tasks,MCP tasks,MCP,protocol,utility,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0176,mcp.stdio,MCP stdio transport,MCP,transport,transport,codex-cli,Codex CLI,Codex,OpenAI,cli,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0177,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,codex-cli,Codex CLI,Codex,OpenAI,cli,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0178,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0179,mcp.oauth,MCP OAuth authorization,MCP,security,auth,codex-cli,Codex CLI,Codex,OpenAI,cli,local,y,ga,Documented support.,documented,S-088,2026-08-28T19:30Z,high,no
A-0180,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
A-0181,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,codex-cli,Codex CLI,Codex,OpenAI,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-088,2026-08-28T19:30Z,low,no
